time,seconds_elapsed,relativeAltitude,pressure
1770950126903203300,0.326203369140625,0,997.380615234375
1770950126943210000,0.3662099609375,-0.0528411865234375,997.386962890625
1770950126983201300,0.406201171875,-0.005279541015625,997.38134765625
1770950127023201500,0.446201416015625,0.0713348388671875,997.372314453125
1770950127063202800,0.486202880859375,0.2245941162109375,997.35400390625
1770950127103201800,0.526201904296875,0.23516845703125,997.352783203125
1770950127143205000,0.566205078125,0.163818359375,997.361328125
1770950127183201500,0.606201416015625,0.150604248046875,997.36279296875
1770950127223202000,0.6462021484375,0.05548095703125,997.374267578125
1770950127263203300,0.686203369140625,0.01849365234375,997.378662109375
1770950127303190300,0.726190185546875,0.095123291015625,997.369384765625
1770950127343201800,0.766201904296875,0.2061004638671875,997.3564453125
1770950127383202000,0.8062021484375,0.2483673095703125,997.351318359375
1770950127423203300,0.846203369140625,0.2800750732421875,997.34765625
1770950127463203000,0.886203125,0.277435302734375,997.347900390625
1770950127503203300,0.926203369140625,0.2800750732421875,997.347412109375
1770950127543201500,0.966201416015625,0.2880096435546875,997.3466796875
1770950127583202300,1.006202392578125,0.2193145751953125,997.354736328125
1770950127623203000,1.046203125,0.221954345703125,997.3544921875
1770950127663202300,1.086202392578125,0.1717529296875,997.3603515625
1770950127703206400,1.126206298828125,0.1109771728515625,997.36767578125
1770950127743201000,1.166200927734375,0.0211334228515625,997.378173828125
1770950127783202000,1.2062021484375,0.0845489501953125,997.370849609375
1770950127823203000,1.246203125,0.1030426025390625,997.36865234375
1770950127863204600,1.28620458984375,0.163818359375,997.361328125
1770950127903201800,1.326201904296875,0.1876068115234375,997.358642578125
1770950127943202000,1.3662021484375,0.195526123046875,997.357666015625
1770950127983202800,1.406202880859375,0.2061004638671875,997.3564453125
1770950128023203000,1.446203125,0.2483673095703125,997.351318359375
1770950128063257300,1.48625732421875,0.2061004638671875,997.356201171875
1770950128103201800,1.526201904296875,0.158538818359375,997.36181640625
1770950128143202000,1.5662021484375,0.10040283203125,997.368896484375
1770950128183203000,1.606203125,0.0475616455078125,997.375
1770950128223190800,1.646190673828125,0.0660552978515625,997.372802734375
1770950128263205600,1.68620556640625,0.0660552978515625,997.372802734375
1770950128303202000,1.7262021484375,0.0845489501953125,997.37060546875
1770950128343203600,1.76620361328125,0.113616943359375,997.367431640625
1770950128383203600,1.80620361328125,0.1611785888671875,997.361572265625
1770950128423202600,1.84620263671875,0.1981658935546875,997.357421875
1770950128463201800,1.886201904296875,0.2615814208984375,997.349853515625
1770950128503202300,1.926202392578125,0.2695159912109375,997.348876953125
1770950128543203300,1.966203369140625,0.359344482421875,997.338134765625
1770950128583203300,2.006203369140625,0.3646392822265625,997.337646484375
1770950128623206000,2.046205810546875,0.34613037109375,997.33984375
1770950128663201800,2.086201904296875,0.34613037109375,997.339599609375
1770950128703201500,2.126201416015625,0.285369873046875,997.346923828125
1770950128743203000,2.166203125,0.253662109375,997.350830078125
1770950128783205600,2.20620556640625,0.2483673095703125,997.351318359375
1770950128823202300,2.246202392578125,0.232513427734375,997.353271484375
1770950128863201800,2.286201904296875,0.2378082275390625,997.3525390625
1770950128903202600,2.32620263671875,0.2166595458984375,997.35498046875
1770950128943203300,2.366203369140625,0.266876220703125,997.34912109375
1770950128983264800,2.4062646484375,0.314422607421875,997.343505859375
1770950129023202000,2.4462021484375,0.3065032958984375,997.344482421875
1770950129063201500,2.486201416015625,0.2827301025390625,997.34716796875
1770950129103201800,2.526201904296875,0.232513427734375,997.353271484375
1770950129143190000,2.56618994140625,0.2985687255859375,997.345458984375
1770950129183203000,2.606203125,0.253662109375,997.350830078125
1770950129223202000,2.6462021484375,0.2061004638671875,997.356201171875
1770950129263202000,2.6862021484375,0.0739898681640625,997.3720703125
1770950129303203300,2.726203369140625,0.068695068359375,997.37255859375
1770950129343204400,2.766204345703125,0.1743927001953125,997.360107421875
1770950129383202300,2.806202392578125,0.177032470703125,997.35986328125
1770950129423202000,2.8462021484375,0.2457275390625,997.3515625
1770950129463202600,2.88620263671875,0.359344482421875,997.338134765625
1770950129503202600,2.92620263671875,0.4386138916015625,997.328857421875
1770950129543203300,2.966203369140625,0.4544677734375,997.326904296875
1770950129583202300,3.006202392578125,0.359344482421875,997.338134765625
1770950129623202000,3.0462021484375,0.3567047119140625,997.33837890625
1770950129663202000,3.0862021484375,0.3567047119140625,997.33837890625
1770950129703207400,3.12620751953125,0.3197174072265625,997.3427734375
1770950129743202000,3.1662021484375,0.2166595458984375,997.355224609375
1770950129783201500,3.206201416015625,0.1876068115234375,997.3583984375
1770950129823202600,3.24620263671875,0.2193145751953125,997.354736328125
1770950129863203300,3.286203369140625,0.163818359375,997.361328125
1770950129903203600,3.32620361328125,0.121551513671875,997.366455078125
1770950129943201800,3.366201904296875,0.19024658203125,997.358154296875
1770950129983202300,3.406202392578125,0.34613037109375,997.33984375
1770950130023201500,3.446201416015625,0.3884124755859375,997.334716796875
1770950130063191800,3.48619189453125,0.3567047119140625,997.338623046875
1770950130103207000,3.52620703125,0.3514251708984375,997.339111328125
1770950130143201300,3.566201171875,0.340850830078125,997.34033203125
1770950130183201800,3.606201904296875,0.3355712890625,997.3408203125
1770950130223203000,3.646203125,0.2827301025390625,997.34716796875
1770950130263204000,3.6862041015625,0.253662109375,997.350830078125
1770950130303201800,3.726201904296875,0.1532440185546875,997.362548828125
1770950130343201800,3.766201904296875,0.140045166015625,997.3642578125
1770950130383203600,3.80620361328125,0.1849517822265625,997.35888671875
1770950130423203000,3.846203125,0.2298736572265625,997.353515625
