time,seconds_elapsed,z,y,x
1770950126799473200,0.22247314453125,8.943750381469727,42.375,48.91875076293945
1770950126819473200,0.24247314453125,8.512500762939453,44.0625,51.656253814697266
1770950126829473300,0.252473388671875,8.40000057220459,44.19375228881836,51.937503814697266
1770950126839473200,0.26247314453125,8.325000762939453,44.34375,52.66875076293945
1770950126849473300,0.272473388671875,8.231250762939453,44.38125228881836,52.875003814697266
1770950126859473200,0.28247314453125,8.418750762939453,44.60625076293945,52.931251525878906
1770950126869473300,0.292473388671875,8.287500381469727,44.868751525878906,52.875003814697266
1770950126879473200,0.30247314453125,7.987500190734863,45.54375076293945,53.04375076293945
1770950126889473300,0.312473388671875,8.175000190734863,45.5625,52.218753814697266
1770950126899473200,0.32247314453125,8.475000381469727,46.087501525878906,50.88750076293945
1770950126909473300,0.332473388671875,8.512500762939453,46.44375228881836,50.17500305175781
1770950126919473200,0.34247314453125,8.512500762939453,46.91250228881836,49.51875305175781
1770950126929473300,0.352473388671875,8.793750762939453,47.587501525878906,48.73125076293945
1770950126939473200,0.36247314453125,8.625,47.64375305175781,48.22500228881836
1770950126949473300,0.372473388671875,8.737500190734863,48.243751525878906,48.60000228881836
1770950126959473200,0.38247314453125,8.77500057220459,48.618751525878906,49.06875228881836
1770950126969473300,0.392473388671875,8.456250190734863,49.20000076293945,49.85625076293945
1770950126979473200,0.40247314453125,8.0625,49.53750228881836,51.13125228881836
1770950126989473300,0.412473388671875,7.875000476837158,50.025001525878906,51.95625305175781
1770950126999473200,0.42247314453125,7.518750190734863,50.08125305175781,52.218753814697266
1770950127009473300,0.432473388671875,7.181250095367432,50.19375228881836,52.95000076293945
1770950127019473200,0.44247314453125,6.956250190734863,50.70000076293945,53.23125076293945
1770950127029473300,0.452473388671875,6.900000095367432,50.55000305175781,52.66875076293945
1770950127039473200,0.46247314453125,6.731250286102295,50.493751525878906,52.23750305175781
1770950127049473300,0.472473388671875,7.106250286102295,50.36250305175781,51.58125305175781
1770950127059473200,0.48247314453125,7.218750476837158,49.968753814697266,51.243751525878906
1770950127069473300,0.492473388671875,7.331250190734863,49.53750228881836,50.625003814697266
1770950127079473200,0.50247314453125,7.781250476837158,49.61250305175781,50.10000228881836
1770950127089473300,0.512473388671875,8.02500057220459,49.368751525878906,49.70625305175781
1770950127099473200,0.52247314453125,8.15625,49.14375305175781,49.837501525878906
1770950127109473300,0.532473388671875,8.381250381469727,49.06875228881836,50.025001525878906
1770950127119473200,0.54247314453125,8.831250190734863,48.78750228881836,50.025001525878906
1770950127129473300,0.552473388671875,8.981250762939453,48.69375228881836,50.17500305175781
1770950127139473200,0.56247314453125,9.075000762939453,48.41250228881836,50.212501525878906
1770950127149473300,0.572473388671875,9.393750190734863,48.45000076293945,50.250003814697266
1770950127159473200,0.58247314453125,9.543750762939453,48.22500228881836,50.36250305175781
1770950127169473300,0.592473388671875,9.46875,48.187503814697266,50.51250076293945
1770950127179473200,0.60247314453125,9.881250381469727,48.16875076293945,50.212501525878906
1770950127189473300,0.612473388671875,10.106250762939453,47.868751525878906,49.593753814697266
1770950127199473200,0.62247314453125,10.387500762939453,47.8125,49.48125076293945
1770950127209473300,0.632473388671875,10.387500762939453,47.775001525878906,49.80000305175781
1770950127219473200,0.64247314453125,10.668750762939453,47.8125,50.04375076293945
1770950127229473300,0.652473388671875,10.725000381469727,47.71875,50.26875305175781
1770950127239473200,0.66247314453125,10.74375057220459,47.493751525878906,49.95000076293945
1770950127249473300,0.672473388671875,10.912500381469727,47.51250076293945,49.687503814697266
1770950127259473200,0.68247314453125,10.818750381469727,47.32500076293945,49.80000305175781
1770950127269473300,0.692473388671875,10.706250190734863,47.26875305175781,50.26875305175781
1770950127279473200,0.70247314453125,10.575000762939453,47.38125228881836,50.156253814697266
1770950127289473300,0.712473388671875,10.46250057220459,47.25,49.650001525878906
1770950127299473200,0.72247314453125,10.18125057220459,47.38125228881836,49.51875305175781
1770950127309473300,0.732473388671875,10.350000381469727,47.56875228881836,48.91875076293945
1770950127319473200,0.74247314453125,10.800000190734863,47.83125305175781,48.937503814697266
1770950127329473300,0.752473388671875,11.325000762939453,47.70000076293945,48.11250305175781
1770950127339473200,0.76247314453125,11.456250190734863,48,47.92500305175781
1770950127349473300,0.772473388671875,11.193750381469727,48.525001525878906,48
1770950127359473200,0.78247314453125,11.49375057220459,48.618751525878906,48.337501525878906
1770950127369473300,0.792473388671875,11.700000762939453,48.91875076293945,48.468753814697266
1770950127379473200,0.80247314453125,11.737500190734863,48.86250305175781,48.375003814697266
1770950127389473300,0.812473388671875,11.568750381469727,48.58125305175781,48.95625305175781
1770950127399473200,0.82247314453125,11.287500381469727,48.35625076293945,49.20000076293945
1770950127409473300,0.832473388671875,10.725000381469727,48.187503814697266,50.400001525878906
1770950127419473200,0.84247314453125,10.575000762939453,47.83125305175781,50.531253814697266
1770950127429473300,0.852473388671875,10.93125057220459,47.25,50.681251525878906
1770950127439473200,0.86247314453125,10.725000381469727,47.00625228881836,50.718753814697266
1770950127449473300,0.872473388671875,10.893750190734863,46.462501525878906,50.70000076293945
1770950127459473200,0.88247314453125,11.0625,46.275001525878906,50.73750305175781
1770950127469473300,0.892473388671875,11.15625,45.9375,50.85000228881836
1770950127479473200,0.90247314453125,11.193750381469727,45.78750228881836,51.35625076293945
1770950127489473300,0.912473388671875,11.643750190734863,45.712501525878906,51.093753814697266
1770950127499473200,0.92247314453125,11.77500057220459,45.39375305175781,51.03750228881836
1770950127509473300,0.932473388671875,11.887500762939453,45.20625305175781,50.60625076293945
