time,seconds_elapsed,magneticBearing
1770950126779473200,0.20247314453125,127.68608583148095
1770950126789473300,0.212473388671875,130.44971918132208
1770950126799473200,0.22247314453125,131.13926795744996
1770950126819473200,0.24247314453125,132.7400595682762
1770950126829473300,0.252473388671875,133.26166328700458
1770950126839473200,0.26247314453125,134.46033738960816
1770950126849473300,0.272473388671875,134.9543455395159
1770950126859473200,0.28247314453125,135.89590984157002
1770950126869473300,0.292473388671875,135.54004751890199
1770950126879473200,0.30247314453125,134.18300279525704
1770950126889473300,0.312473388671875,132.0027002636028
1770950126899473200,0.32247314453125,127.4146695789393
1770950126909473300,0.332473388671875,124.9867006489284
1770950126919473200,0.34247314453125,122.37804375053884
1770950126929473300,0.352473388671875,119.08499818774676
1770950126939473200,0.36247314453125,118.09768322337285
1770950126949473300,0.372473388671875,116.90525030020483
1770950126959473200,0.38247314453125,116.5064074889484
1770950126969473300,0.392473388671875,115.87965253229653
1770950126979473200,0.40247314453125,116.83723913342305
1770950126989473300,0.412473388671875,116.56505117707799
1770950126999473200,0.42247314453125,116.86288153103094
1770950127009473300,0.432473388671875,117.98433796930244
1770950127019473200,0.44247314453125,116.44192165572338
1770950127029473300,0.452473388671875,115.97842551029814
1770950127039473200,0.46247314453125,115.2777226681696
1770950127049473300,0.472473388671875,114.6570986320116
1770950127059473200,0.48247314453125,115.55691503989266
1770950127069473300,0.492473388671875,115.93871297404873
1770950127079473200,0.50247314453125,114.9001321779609
1770950127089473300,0.512473388671875,115.07557308397615
1770950127099473200,0.52247314453125,115.97439428842428
1770950127109473300,0.532473388671875,116.59639491651112
1770950127119473200,0.54247314453125,117.56085697330201
1770950127129473300,0.552473388671875,118.06836880169053
1770950127139473200,0.56247314453125,119.05460392724851
1770950127149473300,0.572473388671875,119.00037170404752
1770950127159473200,0.58247314453125,119.900412084857
1770950127169473300,0.592473388671875,120.3979192756186
1770950127179473200,0.60247314453125,119.83905992137203
1770950127189473300,0.612473388671875,119.63838469497955
1770950127199473200,0.62247314453125,119.64723184112866
1770950127209473300,0.632473388671875,120.38110698745751
1770950127219473200,0.64247314453125,120.61623224759305
1770950127229473300,0.652473388671875,121.36163795683737
1770950127239473200,0.66247314453125,121.47683758392878
1770950127249473300,0.672473388671875,120.91867793988195
1770950127259473200,0.68247314453125,121.68498810413448
1770950127269473300,0.692473388671875,122.73926471903275
1770950127279473200,0.70247314453125,122.14743124817439
1770950127289473300,0.712473388671875,121.68841635587808
1770950127299473200,0.72247314453125,120.9748701172362
1770950127309473300,0.732473388671875,119.47828110491555
1770950127319473200,0.74247314453125,118.73258212612556
1770950127329473300,0.752473388671875,117.76421789053435
1770950127339473200,0.76247314453125,116.59223161153997
1770950127349473300,0.772473388671875,115.1550630947213
1770950127359473200,0.78247314453125,115.37920585921862
1770950127369473300,0.792473388671875,114.70359361757029
1770950127379473200,0.80247314453125,114.68624083693096
1770950127389473300,0.812473388671875,116.4776218616623
1770950127399473200,0.82247314453125,117.47443038311286
1770950127409473300,0.832473388671875,120.09081474714077
1770950127419473200,0.84247314453125,121.57110963105112
1770950127429473300,0.852473388671875,123.61390092588098
1770950127439473200,0.86247314453125,124.38922117766832
1770950127449473300,0.872473388671875,125.94886610603834
1770950127459473200,0.88247314453125,126.65734681194581
1770950127469473300,0.892473388671875,127.79394364826501
1770950127479473200,0.90247314453125,129.34136774562194
1770950127489473300,0.912473388671875,129.00078775925738
1770950127499473200,0.92247314453125,129.697182987606
1770950127509473300,0.932473388671875,129.25372974888327
1770950127519473200,0.94247314453125,129.9242608508478
1770950127529473300,0.952473388671875,130.64218236246396
1770950127539473200,0.96247314453125,131.5463061180386
1770950127549473300,0.972473388671875,131.45131591523122
1770950127559473200,0.98247314453125,131.37524508315602
1770950127569473300,0.992473388671875,132.1375944435534
1770950127579473200,1.00247314453125,132.4764401679151
1770950127589473300,1.012473388671875,133.19397611028865
1770950127599473200,1.02247314453125,132.7699181527724
1770950127609473300,1.032473388671875,131.6981328677675
1770950127619473200,1.04247314453125,129.90118945644198
1770950127629473300,1.052473388671875,128.19613563593916
1770950127639473200,1.06247314453125,127.99146295730928
1770950127649473300,1.072473388671875,127.4433151114135
1770950127659473200,1.08247314453125,127.45616855410204
1770950127689473300,1.112473388671875,127.91967590954965
1770950127699473200,1.12247314453125,129.4213650827852
1770950127709473300,1.132473388671875,130.99784233128796
1770950127719473200,1.14247314453125,131.32323321042134
1770950127729473300,1.152473388671875,131.20832843296964
1770950127739473200,1.16247314453125,130.86025783723113
1770950127749473300,1.172473388671875,131.54338042106258
1770950127759473200,1.18247314453125,131.67410056674555
1770950127769473300,1.192473388671875,131.7307550027778
1770950127779473200,1.20247314453125,131.3477756242526
1770950127789473300,1.212473388671875,131.02931590660975
1770950127799473200,1.22247314453125,130.32258100471597
1770950127809473300,1.232473388671875,130.95197214542995
1770950127819473200,1.24247314453125,130.57360996705924
1770950127829473300,1.252473388671875,129.21483127425617
1770950127839473200,1.26247314453125,128.64034055348952
1770950127849473300,1.272473388671875,128.19624363573
1770950127859473200,1.28247314453125,127.68264107659303
1770950127869473300,1.292473388671875,128.22298637421625
1770950127879473200,1.30247314453125,127.81018938243936
1770950127889473300,1.312473388671875,128.00538952424122
1770950127899473200,1.32247314453125,129.00852441611713
1770950127909473300,1.332473388671875,130.29925284187433
1770950127919473200,1.34247314453125,131.58419441892286
1770950127929473300,1.352473388671875,132.46094619602363
1770950127939473200,1.36247314453125,133.75463366836587
1770950127949473300,1.372473388671875,133.78112531430574
1770950127959473200,1.38247314453125,134.07043236396453
1770950127969473300,1.392473388671875,133.7227655841984
1770950127979473200,1.40247314453125,132.9398890767012
1770950127989473300,1.412473388671875,132.03372941472293
1770950127999473200,1.42247314453125,131.05332280781144
1770950128009473300,1.432473388671875,129.6587781001404
1770950128019473200,1.44247314453125,129.13657412904712
1770950128029473300,1.452473388671875,128.47545954767082
1770950128039473200,1.46247314453125,127.7688538944335
1770950128049473300,1.472473388671875,126.8928673045289
1770950128059473200,1.48247314453125,126.42638618669028
1770950128069473300,1.492473388671875,126.15818698090509
1770950128079473200,1.50247314453125,126.83484685969292
1770950128089473300,1.512473388671875,127.377139448061
1770950128099473200,1.52247314453125,127.72777859976382
1770950128109473300,1.532473388671875,128.48272678589794
1770950128119473200,1.54247314453125,129.60370742298502
1770950128129473300,1.552473388671875,131.04662865644707
1770950128139473200,1.56247314453125,131.98721351807887
1770950128149473300,1.572473388671875,133.70708515994687
1770950128159473200,1.58247314453125,133.77066551352212
1770950128169473300,1.592473388671875,134.41437261267419
1770950128179473200,1.60247314453125,134.41931844963136
1770950128189473300,1.612473388671875,135.0494335046715
1770950128199473200,1.62247314453125,136.63941578098934
1770950128209473300,1.632473388671875,137.81891207082612
1770950128219473200,1.64247314453125,140.1655385193763
1770950128229473300,1.652473388671875,141.13048897823816
1770950128239473200,1.66247314453125,141.72793580365106
1770950128249473300,1.672473388671875,142.4227815822414
1770950128259473200,1.68247314453125,141.78221580765077
1770950128269473300,1.692473388671875,141.0451700409414
1770950128279473200,1.70247314453125,139.72260132256488
1770950128289473300,1.712473388671875,139.51284137938757
1770950128299473200,1.72247314453125,138.9043404968566
1770950128309473300,1.732473388671875,138.1221302315912
1770950128319473200,1.74247314453125,138.57895902323563
1770950128329473300,1.752473388671875,138.25383880724613
1770950128339473200,1.76247314453125,139.884475284355
1770950128349473300,1.772473388671875,141.10804021700002
1770950128359473200,1.78247314453125,143.16606993186642
1770950128369473300,1.792473388671875,143.8238636787071
1770950128379473200,1.80247314453125,143.66641581653536
