time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1770950127553880600,0.976880615234375,19.314903259277344,0.4650678038597107,2.194453239440918,7.572999954223633,0.2605433762073517,130.9865264892578,152.8000030517578,-97.7392214,30.2892205
1770950127997297400,1.42029736328125,23.95362663269043,1.0910178422927856,2.1971144676208496,7.8979997634887695,0.7667093873023987,131.10757446289062,152.8000030517578,-97.7392117,30.289225
1770950128996922400,2.41992236328125,7.875245571136475,0.2993893325328827,2.2036120891571045,8.482999801635742,1.6785608530044556,109.01486206054688,152.8000030517578,-97.7391931,30.2892357
1770950129996636000,3.419635986328125,2.694295883178711,0.057226963341236115,2.2103111743927,7.953000068664551,1.3603252172470093,105.00664520263672,152.8000030517578,-97.7391771,30.2892385
1770950130996681500,4.419681396484375,41.648101806640625,0.9883013963699341,2.2166104316711426,7.414000034332275,1.3753591775894165,105.76634979248047,152.8000030517578,-97.7391645,30.2892408
1770950131996794000,5.419794189453125,31.52200698852539,0.7236045598983765,2.223111152648926,6.864999771118164,1.4047807455062866,101.52543640136719,152.8000030517578,-97.7391523,30.289242
1770950132550686000,5.97368603515625,180,1.5,2.605375289916992,11.468000411987305,1.4046940803527832,101.58185577392578,153.70001220703125,-97.7391446,30.28924
1770950132996599300,6.419599365234375,105.60176086425781,1.5,2.606550693511963,11.128000259399414,1.3706804513931274,101.30306243896484,153.70001220703125,-97.7391445,30.2892411
1770950133092608300,6.515608154296875,105.18225860595703,0.33411121368408203,2.606550693511963,10.904999732971191,1.2505316734313965,109.28317260742188,153.70001220703125,-97.7391437,30.2892426
1770950133611814400,7.034814453125,104.0670394897461,0.34661200642585754,2.606550693511963,10.458000183105469,1.2581214904785156,109.19879913330078,153.70001220703125,-97.7391397,30.2892426
1770950133996441000,7.419441162109375,96.49027252197266,0.2515416443347931,2.6148085594177246,10.050000190734863,1.3619440793991089,99.85418701171875,153.70001220703125,-97.7391367,30.2892443
1770950134134832000,7.55783203125,75.43670654296875,0.20902816951274872,2.6148085594177246,9.96399974822998,1.335852026939392,90.72527313232422,153.70001220703125,-97.7391328,30.2892456
1770950134618180900,8.041180908203126,78.2893295288086,0.20902816951274872,2.6148085594177246,9.696999549865723,1.3389049768447876,85.38819885253906,153.70001220703125,-97.7391263,30.2892466
1770950134996100000,8.41910009765625,66.96473693847656,0.21939055621623993,2.6213064193725586,9.434000015258789,1.3435771465301514,78.24626159667969,153.70001220703125,-97.7391203,30.289249
1770950135112283100,8.535283203125,54.68497085571289,0.16274553537368774,2.6213064193725586,9.449999809265137,1.3445124626159668,70.82073211669922,153.70001220703125,-97.7391165,30.2892513
1770950135594975200,9.017975341796875,60.9835319519043,0.21599335968494415,2.6213064193725586,9.267999649047852,1.3557308912277222,65.45960998535156,153.70001220703125,-97.7391096,30.2892544
1770950135996002800,9.4190029296875,41.45710754394531,0.2244672328233719,2.627805709838867,8.918999671936035,1.3524831533432007,60.59903335571289,153.70001220703125,-97.7391,30.2892591
1770950136192081000,9.615080810546875,51.75121307373047,0.16126221418380737,2.627805709838867,8.904000282287598,1.359766960144043,58.85597229003906,153.70001220703125,-97.7390965,30.2892616
1770950136678766300,10.101766357421875,52.16175842285156,0.2358594685792923,2.627805709838867,8.680999755859375,1.3726296424865723,60.645286560058594,153.70001220703125,-97.7390904,30.289265
1770950136874107600,10.297107666015625,49.49983596801758,0.2358594685792923,3.277254343032837,8.51200008392334,1.37002432346344,61.135337829589844,153.70001220703125,-97.739088,30.2892661
1770950136996046600,10.419046630859375,33.56170654296875,0.2320598065853119,3.278083562850952,8.26099967956543,1.4002891778945923,65.86885070800781,153.70001220703125,-97.7390769,30.2892666
1770950137150505200,10.573505126953124,36.55535888671875,0.1709785759449005,3.278083562850952,8.444000244140625,1.3740514516830444,63.62861251831055,153.70001220703125,-97.7390779,30.2892661
1770950137816342300,11.23934228515625,36.346092224121094,0.21435712277889252,3.278083562850952,6.2129998207092285,1.3634169101715088,50.57489776611328,153.70001220703125,-97.7390715,30.2892695
1770950137996752400,11.41975244140625,25.278860092163086,0.1934812068939209,3.2998738288879395,6.000999927520752,1.3764996528625488,47.61423110961914,153.70001220703125,-97.7390676,30.2892706
1770950138478287400,11.901287353515626,27.989177703857422,0.20353330671787262,3.2998738288879395,5.836999893188477,1.3462790250778198,40.19367218017578,153.70001220703125,-97.7390617,30.289275
1770950138897655000,12.320655029296875,25.94480323791504,0.24435949325561523,3.2998738288879395,5.671000003814697,1.3379706144332886,38.31289291381836,153.70001220703125,-97.7390576,30.2892792
1770950138996311800,12.419311767578124,18.803600311279297,0.21313230693340302,3.3241844177246094,5.546999931335449,1.3702229261398315,39.5175895690918,153.70001220703125,-97.7390545,30.28928
1770950139417518800,12.840518798828125,22.119667053222656,0.22858643531799316,3.3241844177246094,5.301000118255615,1.3397282361984253,35.76871871948242,153.70001220703125,-97.7390497,30.2892842
1770950139928828000,13.351827880859375,22.20262908935547,0.26962655782699585,3.3241844177246094,5.124000072479248,1.3332023620605469,31.533672332763672,153.70001220703125,-97.7390449,30.2892895
1770950139996736000,13.419736083984375,13.138776779174805,0.22587747871875763,3.351433515548706,4.9079999923706055,1.3335615396499634,33.01106262207031,153.70001220703125,-97.7390418,30.2892902
1770950140470357200,13.893357177734375,18.248262405395508,0.2228611409664154,3.351433515548706,4.736000061035156,1.297275424003601,27.724485397338867,153.70001220703125,-97.7390368,30.2892959
1770950140992307500,14.415307373046875,18.572402954101562,0.2713092565536499,3.351433515548706,4.543000221252441,1.290871500968933,25.037052154541016,153.70001220703125,-97.7390328,30.2893022
1770950140996636000,14.419635986328124,12.63305950164795,0.2369052767753601,3.3838558197021484,4.447000026702881,1.3223686218261719,26.75153923034668,153.70001220703125,-97.7390305,30.2893023
1770950141513393000,14.936392822265624,16.164356231689453,0.21084009110927582,3.3838558197021484,4.361000061035156,1.316234827041626,23.786521911621094,153.70001220703125,-97.7390262,30.2893085
1770950141996253400,15.41925341796875,12.095775604248047,0.1915353387594223,3.4214258193969727,4.159999847412109,1.339200496673584,25.686864852905273,153.70001220703125,-97.7390192,30.2893144
1770950142043957500,15.46695751953125,12.119524002075195,0.24022163450717926,3.4214258193969727,4.091000080108643,1.3383761644363403,25.71836280822754,153.70001220703125,-97.7390175,30.2893152
1770950142564262700,15.9872626953125,15.783695220947266,0.21083831787109375,3.4214258193969727,4.007999897003174,1.3221951723098755,24.271081924438477,153.70001220703125,-97.7390142,30.2893218
1770950142996511700,16.41951171875,9.892029762268066,0.18801063299179077,3.4514520168304443,3.8340001106262207,1.3445990085601807,28.32371711730957,153.70001220703125,-97.7390082,30.2893264
1770950143118518000,16.54151806640625,12.488444328308105,0.2031841278076172,3.4514520168304443,3.7720000743865967,1.3228977918624878,27.04360008239746,153.70001220703125,-97.739007,30.2893277
1770950143637692400,17.0606923828125,12.705099105834961,0.2514696419239044,3.4514520168304443,3.7060000896453857,1.3227423429489136,26.486751556396484,153.70001220703125,-97.7390033,30.2893338
1770950143996925200,17.41992529296875,9.599367141723633,0.2102084457874298,3.457974910736084,3.5759999752044678,1.3384649753570557,30.05229377746582,153.70001220703125,-97.7389973,30.289337
1770950144198592300,17.62159228515625,10.029474258422852,0.2090855836868286,3.457974910736084,3.5369999408721924,1.3074746131896973,29.47045135498047,153.70001220703125,-97.738994,30.289339
1770950144833428700,18.2564287109375,10.071737289428711,0.25758081674575806,3.457974910736084,3.4609999656677246,1.3163249492645264,23.627771377563477,153.70001220703125,-97.7389883,30.2893458
1770950144996729000,18.41972900390625,10.57542896270752,0.22321607172489166,3.4644460678100586,3.3529999256134033,1.348649501800537,20.16754722595215,153.70001220703125,-97.738986,30.2893475
1770950145391911400,18.814911376953123,10.038535118103027,0.22629736363887787,3.4644460678100586,3.315000057220459,1.291377067565918,8.07287311553955,153.70001220703125,-97.738984,30.2893522
