time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1771038049472498200,0.225498291015625,0.19009028375148773,0.03685688227415085,0.13485635817050934,0.9717618227005005,0.021187618374824524,-0.27974316477775574,-0.3833664655685425
1771038049491464200,0.244464111328125,0.21591810882091522,0.04694146662950516,0.1273592710494995,0.9669309854507446,0.037131745368242264,-0.2698286473751068,-0.4343555271625519
1771038049519913500,0.27291357421875,0.19578643143177032,0.0781218633055687,0.12331140786409378,0.9697210788726807,0.10740760713815689,-0.2731289565563202,-0.38366925716400146
1771038049538879500,0.29187939453125,0.1806727647781372,0.09559130668640137,0.1191752627491951,0.9716053009033203,0.14857470989227295,-0.2693699300289154,-0.34753674268722534
1771038049557845800,0.310845703125,0.16810044646263123,0.10127992182970047,0.11267653852701187,0.9740577936172485,0.16556429862976074,-0.25635600090026855,-0.3204015791416168
1771038049576811800,0.329811767578125,0.15625692903995514,0.1087324246764183,0.10863090306520462,0.9756845831871033,0.18492937088012695,-0.24850936233997345,-0.2944427728652954
1771038049595778000,0.348778076171875,0.14254556596279144,0.10598213225603104,0.11383868753910065,0.9774913191795349,0.18160003423690796,-0.25553929805755615,-0.26622113585472107
1771038049614744000,0.367744140625,0.14540724456310272,0.09619414061307907,0.11248783022165298,0.9782381653785706,0.16120214760303497,-0.25067138671875,-0.2747688293457031
1771038049633710000,0.3867099609375,0.13375236093997955,0.08466359972953796,0.10136137902736664,0.9821752905845642,0.14323781430721283,-0.22361616790294647,-0.254584938287735
1771038049652676000,0.405676025390625,0.13585709035396576,0.06782574206590652,0.08607321977615356,0.984649121761322,0.11241728812456131,-0.18905727565288544,-0.2635493278503418
1771038049671642400,0.424642333984375,0.13476410508155823,0.05303347483277321,0.07183656841516495,0.9868462681770325,0.08647599071264267,-0.15671803057193756,-0.26464739441871643
1771038049700091400,0.45309130859375,0.14409421384334564,0.028852874413132668,0.050055090337991714,0.9878759384155273,0.04284077137708664,-0.10741795599460602,-0.2873789072036743
1771038049719057400,0.472057373046875,0.1519807130098343,0.003413563361391425,0.04326726868748665,0.9874300956726074,-0.006434422917664051,-0.08659256994724274,-0.3057127296924591
1771038049738023700,0.491023681640625,0.15397772192955017,-0.025439657270908356,0.04306265339255333,0.986807644367218,-0.06370231509208679,-0.07723158597946167,-0.3120380640029907
1771038049756989700,0.50998974609375,0.1505434215068817,-0.050977881997823715,0.04824785888195038,0.9861085414886475,-0.11569234728813171,-0.07989144325256348,-0.3076179027557373
