time,seconds_elapsed,magneticBearing
1770950686210196500,0.141196533203125,145.22810136676412
1770950686220196600,0.151196533203125,144.56529718630537
1770950686230196500,0.161196533203125,143.9160964102449
1770950686270196500,0.201196533203125,140.79279493709186
1770950686280196600,0.211196533203125,139.98241959037583
1770950686290196500,0.221196533203125,138.85172636514133
1770950686300196600,0.231196533203125,136.5159821735669
1770950686310196500,0.241196533203125,133.76359300018862
1770950686320196600,0.251196533203125,130.50808401035525
1770950686330196500,0.261196533203125,128.78522328017917
1770950686340196600,0.271196533203125,127.46536882621822
1770950686350196500,0.281196533203125,126.7474697130431
1770950686360196600,0.291196533203125,125.90385676560606
1770950686370196500,0.301196533203125,125.25922807474787
1770950686380196600,0.311196533203125,125.29931095045855
1770950686390196500,0.321196533203125,125.6889162715792
1770950686400196600,0.331196533203125,127.49150647162777
1770950686410196500,0.341196533203125,128.80176150196425
1770950686420196600,0.351196533203125,130.58213411979054
1770950686430196500,0.361196533203125,131.35497172533357
1770950686440196600,0.371196533203125,132.6344875895233
1770950686450196500,0.381196533203125,134.07892537157173
1770950686460196600,0.391196533203125,136.85706138961993
1770950686470196500,0.401196533203125,139.42955804192212
1770950686480196600,0.411196533203125,141.0658880101634
1770950686490196500,0.421196533203125,142.73232491702495
1770950686500196600,0.431196533203125,145.10342896039433
1770950686510196500,0.441196533203125,148.63737395334317
1770950686520196600,0.451196533203125,152.6181596577912
1770950686530196500,0.461196533203125,156.3653403071438
1770950686540196600,0.471196533203125,157.01128313121728
1770950686550196500,0.481196533203125,159.30658290199446
1770950686560196600,0.491196533203125,159.6558996874546
1770950686570196500,0.501196533203125,160.28491169019887
1770950686580196600,0.511196533203125,159.8667516632396
1770950686590196500,0.521196533203125,159.77513944342408
1770950686600196600,0.531196533203125,158.1644753892538
1770950686610196500,0.541196533203125,155.44657728931952
1770950686620196600,0.551196533203125,153.66156283161692
1770950686630196500,0.561196533203125,150.73675562988433
1770950686640196600,0.571196533203125,148.9545090387143
1770950686650196500,0.581196533203125,146.12056062692125
1770950686660196600,0.591196533203125,140.73580597183476
1770950686670196500,0.601196533203125,138.8073261462973
1770950686680196600,0.611196533203125,138.59844801105308
1770950686690196500,0.621196533203125,139.10811087917645
1770950686700196600,0.631196533203125,139.2484559804431
1770950686710196500,0.641196533203125,140.45897668562148
1770950686720196600,0.651196533203125,141.4577071925693
1770950686730196500,0.661196533203125,142.5946415657662
1770950686740196600,0.671196533203125,146.3891798309251
1770950686750196500,0.681196533203125,145.60695041469714
1770950686760196600,0.691196533203125,144.03791597623368
1770950686770196500,0.701196533203125,141.90913341662133
1770950686780196600,0.711196533203125,141.02331046988226
1770950686790196500,0.721196533203125,139.71890698136184
1770950686800196600,0.731196533203125,137.82396112229247
1770950686810196500,0.741196533203125,136.66474896790461
1770950686820196600,0.751196533203125,135.92305293417098
1770950686830196500,0.761196533203125,135.2319648542211
1770950686840196600,0.771196533203125,134.1466006762003
1770950686850196500,0.781196533203125,132.80357932264636
1770950686860196600,0.791196533203125,131.3500564076824
1770950686870196500,0.801196533203125,130.25797098004534
1770950686880196600,0.811196533203125,129.41662960101493
1770950686890196500,0.821196533203125,128.46181984045901
1770950686900196600,0.831196533203125,127.48157308365502
1770950686910196500,0.841196533203125,127.23699852738694
1770950686920196600,0.851196533203125,126.0370915510011
1770950686930196500,0.861196533203125,124.99745803609406
1770950686940196600,0.871196533203125,124.078747417476
1770950686950196500,0.881196533203125,123.01337828006149
1770950686960196600,0.891196533203125,121.79891171914974
1770950686970196500,0.901196533203125,120.3720483902739
1770950686980196600,0.911196533203125,119.25289722790119
1770950686990196500,0.921196533203125,117.60070756920938
1770950687000196600,0.931196533203125,117.06110613747323
1770950687010196500,0.941196533203125,116.66146902778166
1770950687020196600,0.951196533203125,115.90105746842187
1770950687030196500,0.961196533203125,115.06065946580468
1770950687040196600,0.971196533203125,114.26525189606703
1770950687050196500,0.981196533203125,114.11550779998908
1770950687060196600,0.991196533203125,113.63505906772346
1770950687070196500,1.001196533203125,113.166208386931
1770950687080196600,1.011196533203125,112.81721820801543
1770950687090196500,1.021196533203125,112.4216625944396
1770950687100196600,1.031196533203125,112.43616732518976
1770950687110196500,1.041196533203125,112.15212714556986
1770950687120196600,1.051196533203125,112.55471418127972
1770950687130196500,1.061196533203125,111.87466679630738
1770950687140196600,1.071196533203125,111.86506283626778
1770950687150196500,1.081196533203125,111.63890117089788
1770950687160196600,1.091196533203125,111.71699297658165
1770950687170196500,1.101196533203125,111.54397023966087
1770950687180196600,1.111196533203125,111.35918286364947
1770950687190196500,1.121196533203125,111.35937694498398
1770950687200196600,1.131196533203125,110.68972041421686
1770950687210196500,1.141196533203125,111.02620075786564
1770950687220196600,1.151196533203125,110.50110805311797
1770950687230196500,1.161196533203125,110.12768225104655
1770950687240196600,1.171196533203125,109.46147027113791
1770950687250196500,1.181196533203125,109.3825022869462
1770950687260196600,1.191196533203125,108.98176235487364
1770950687270196500,1.201196533203125,108.97154733896244
1770950687280196600,1.211196533203125,108.86481261060666
1770950687290196500,1.221196533203125,108.22686888774534
1770950687300196600,1.231196533203125,108.7393874786827
1770950687310196500,1.241196533203125,109.3580271630629
1770950687320196600,1.251196533203125,109.49053144796535
1770950687330196500,1.261196533203125,109.4104601200056
1770950687340196600,1.271196533203125,109.41692998536391
1770950687350196500,1.281196533203125,109.29719376959525
1770950687360196600,1.291196533203125,109.55965929077506
1770950687370196500,1.301196533203125,110.23416229867917
1770950687380196600,1.311196533203125,110.29951196418654
1770950687390196500,1.321196533203125,110.26624679240153
1770950687400196600,1.331196533203125,110.85274864905371
1770950687410196500,1.341196533203125,111.6314990303045
1770950687420196600,1.351196533203125,112.49753185487157
1770950687430196500,1.361196533203125,113.19359439156726
1770950687440196600,1.371196533203125,113.99722612620148
1770950687450196500,1.381196533203125,114.93429414991782
1770950687460196600,1.391196533203125,115.76459713190081
1770950687470196500,1.401196533203125,116.41528140528634
1770950687480196600,1.411196533203125,116.48401053042672
1770950687490196500,1.421196533203125,116.39200084601784
1770950687500196600,1.431196533203125,116.70434434673312
1770950687510196500,1.441196533203125,116.8051587127065
1770950687520196600,1.451196533203125,117.09015141660315
1770950687530196500,1.461196533203125,116.70394975755335
1770950687540196600,1.471196533203125,116.20687405474328
1770950687550196500,1.481196533203125,116.15616867474576
1770950687560196600,1.491196533203125,116.55249233293755
1770950687570196500,1.501196533203125,117.26283337861238
1770950687580196600,1.511196533203125,117.56343454640147
1770950687590196500,1.521196533203125,118.00507734006884
1770950687600196600,1.531196533203125,118.26400414852394
1770950687610196500,1.541196533203125,119.19961652908403
1770950687620196600,1.551196533203125,120.4116076100218
1770950687630196500,1.561196533203125,121.44447978064308
1770950687640196600,1.571196533203125,121.73029067939031
1770950687650196500,1.581196533203125,121.860642712925
1770950687660196600,1.591196533203125,121.84271624445047
1770950687670196500,1.601196533203125,122.16766860840093
1770950687680196600,1.611196533203125,122.4200724306584
1770950687690196500,1.621196533203125,122.55572592922887
1770950687700196600,1.631196533203125,122.56517731218162
