loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s)
2023-02-01T17:00:36.442-06:00,1290,199632.8341925417,-1.096420288085938,-0.3745269775390625,0.13330078125,199632.8104605417,1.950646758079529,0.2817454040050507,1.212661385536194
2023-02-01T17:00:36.477-06:00,1291,199632.8679165417,-0.9218597412109375,-0.321929931640625,0.05181884765625,199632.8441845417,1.310161828994751,-0.2860887348651886,0.5915557146072388
2023-02-01T17:00:36.512-06:00,1292,199632.9016405417,-0.74603271484375,-0.1773529052734375,-0.1283111572265625,199632.8779085417,0.8274343013763428,-0.3498552143573761,0.1627926379442215
2023-02-01T17:00:36.551-06:00,1293,199632.9353655417,-0.6696014404296875,-0.0775909423828125,-0.20904541015625,199632.9116335417,1.086934566497803,-0.5780441761016846,0.07553896307945251
2023-02-01T17:00:36.577-06:00,1294,199632.9690895417,-0.7012939453125,-0.059722900390625,-0.2135162353515625,199632.9453575417,1.393022298812866,-0.5584443807601929,0.1839200407266617
2023-02-01T17:00:36.612-06:00,1295,199633.0028145417,-0.754241943359375,-0.0422515869140625,-0.1867828369140625,199632.9790825417,1.477653026580811,-0.437580794095993,0.1856670677661896
2023-02-01T17:00:36.647-06:00,1296,199633.0365385417,-0.801727294921875,-0.0438385009765625,-0.2124481201171875,199633.0128065417,1.39084780216217,-0.352552205324173,0.1109957620501518
2023-02-01T17:00:36.682-06:00,1297,199633.0702625417,-0.8056640625,-0.03253173828125,-0.2164459228515625,199633.0465305417,1.302811741828918,-0.1918464004993439,-0.06223434582352638
2023-02-01T17:00:36.712-06:00,1298,199633.1039875417,-0.7826385498046875,0.010040283203125,-0.2072906494140625,199633.0802555417,1.195390224456787,-0.05588750168681145,-0.2514735162258148
2023-02-01T17:00:36.751-06:00,1299,199633.1377115417,-0.7679443359375,0.0587921142578125,-0.2165069580078125,199633.1139795417,1.048002123832703,0.06421094387769699,-0.3930647373199463
2023-02-01T17:00:36.787-06:00,1300,199633.1714365417,-0.82403564453125,0.0890655517578125,-0.2301788330078125,199633.1477045417,0.9672806262969971,0.1138520017266273,-0.4745659828186035
2023-02-01T17:00:36.817-06:00,1301,199633.2051605417,-0.892425537109375,0.10211181640625,-0.2430572509765625,199633.1814285417,0.8867311477661133,0.1513554304838181,-0.592736542224884
2023-02-01T17:00:36.847-06:00,1302,199633.2388845417,-0.9722137451171875,0.1717681884765625,-0.22650146484375,199633.2151535417,0.7267583012580872,0.3152125477790833,-0.7887721061706543
2023-02-01T17:00:36.882-06:00,1303,199633.2726095417,-1.153335571289062,0.3708648681640625,-0.21075439453125,199633.2488775417,0.4480685889720917,0.3296407461166382,-0.9504438638687134
2023-02-01T17:00:36.917-06:00,1304,199633.3063335417,-1.268142700195312,0.468048095703125,-0.23736572265625,199633.2826015417,0.1045208126306534,0.3258571922779083,-0.7690823078155518
2023-02-01T17:00:36.952-06:00,1305,199633.3400585417,-1.5439453125,0.64031982421875,-0.223052978515625,199633.3163265417,-0.2352359592914581,0.2187272757291794,-0.488496720790863
2023-02-01T17:00:36.986-06:00,1306,199633.3737825417,-1.516510009765625,0.4941253662109375,-0.3659210205078125,199633.3500505417,-0.6022147536277771,-0.03908162191510201,0.05487656593322754
2023-02-01T17:00:37.017-06:00,1307,199633.4075065417,-1.416549682617188,0.2797698974609375,-0.277496337890625,199633.3837745417,-0.5108539462089539,0.2430257052183151,0.3812243044376373
2023-02-01T17:00:37.052-06:00,1308,199633.4412315417,-1.034378051757812,0.2733306884765625,-0.247039794921875,199633.4174995417,-0.9380388259887695,0.4712191820144653,0.1615649312734604
2023-02-01T17:00:37.087-06:00,1309,199633.4749555417,-0.666259765625,0.22088623046875,-0.173828125,199633.4512235417,-1.212874174118042,0.8356096744537354,0.3396568894386292
2023-02-01T17:00:37.117-06:00,1310,199633.5086795417,-0.56842041015625,0.156494140625,-0.1551666259765625,199633.4849485417,-1.229767084121704,0.4728173613548279,0.6659625768661499
