version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-S911U,1770952036788,2026-02-13_03-07-16,America/Chicago,android,1.52.0,563d2fd5-d5ab-4cde-8b2d-7166fd31fbb8,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Heart Rate|Watch Location|Watch Barometer|Watch Magnetometer|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10|10|10|10|10|10|0|0|10|10|10|10||10|10|10|10|10|10|10|10|10,false
