time,seconds_elapsed,relativeAltitude,pressure
1770952037067893500,0.2798935546875,0,997.766845703125
1770952037107889200,0.31988916015625,0.0660552978515625,997.759033203125
1770952037147890200,0.35989013671875,0.044921875,997.761474609375
1770952037187889700,0.3998896484375,0.0528411865234375,997.760498046875
1770952037227892700,0.439892822265625,0.068695068359375,997.7587890625
1770952037267890200,0.47989013671875,0.0264129638671875,997.763671875
1770952037307884300,0.51988427734375,0.06341552734375,997.75927734375
1770952037347891200,0.55989111328125,0.10040283203125,997.7548828125
1770952037387893500,0.5998935546875,0.1426849365234375,997.749755859375
1770952037427889400,0.639889404296875,0.208740234375,997.7421875
1770952037467893000,0.67989306640625,0.31707763671875,997.729248046875
1770952037507890200,0.71989013671875,0.3884124755859375,997.720703125
1770952037547893000,0.75989306640625,0.4888153076171875,997.708984375
1770952037587889700,0.7998896484375,0.586578369140625,997.697265625
1770952037627892700,0.839892822265625,0.631500244140625,997.69189453125
1770952037667889000,0.879888916015625,0.6341400146484375,997.691650390625
1770952037707891200,0.91989111328125,0.59979248046875,997.69580078125
1770952037747888600,0.959888671875,0.46240234375,997.712158203125
1770952037787890000,0.999889892578125,0.30914306640625,997.730224609375
1770952037827889000,1.039888916015625,0.214019775390625,997.741455078125
1770952037867884000,1.079884033203125,0.1426849365234375,997.749755859375
1770952037907889700,1.1198896484375,0.068695068359375,997.7587890625
1770952037947894300,1.159894287109375,0.0898284912109375,997.756103515625
1770952037987881700,1.1998818359375,0.1294708251953125,997.75146484375
1770952038027880700,1.239880615234375,0.0660552978515625,997.759033203125
1770952038067891700,1.2798916015625,-0.1743927001953125,997.78759765625
1770952038107890400,1.319890380859375,-0.44390869140625,997.819580078125
1770952038147890000,1.359889892578125,-0.784759521484375,997.85986328125
1770952038187891200,1.39989111328125,-1.2418670654296875,997.914306640625
1770952038227887600,1.4398876953125,-1.548370361328125,997.950439453125
1770952038267892000,1.47989208984375,-1.5721588134765625,997.953369140625
1770952038307891200,1.51989111328125,-1.492889404296875,997.94384765625
1770952038347890700,1.559890625,-1.529876708984375,997.948486328125
1770952038387891200,1.59989111328125,-1.669921875,997.965087890625
1770952038427889000,1.639888916015625,-1.9341506958007812,997.996337890625
1770952038467890700,1.679890625,-1.8945159912109375,997.991455078125
1770952038507891200,1.71989111328125,-1.5034637451171875,997.945068359375
1770952038547891200,1.75989111328125,-1.133544921875,997.9013671875
1770952038587891500,1.799891357421875,-0.7504119873046875,997.85595703125
1770952038627890700,1.839890625,-0.3751983642578125,997.811279296875
1770952038667891500,1.879891357421875,-0.14532470703125,997.7841796875
1770952038707890700,1.919890625,0.1241912841796875,997.752197265625
1770952038747891200,1.95989111328125,0.277435302734375,997.73388671875
1770952038787890000,1.999889892578125,0.39105224609375,997.720458984375
1770952038827889400,2.039889404296875,0.50994873046875,997.706298828125
1770952038867891000,2.079890869140625,0.68963623046875,997.68505859375
1770952038907891700,2.1198916015625,0.7530517578125,997.677490234375
1770952038947890700,2.159890625,0.713409423828125,997.682373046875
1770952038987893500,2.1998935546875,0.6473541259765625,997.68994140625
1770952039027891200,2.23989111328125,0.7001953125,997.683837890625
1770952039067891200,2.27989111328125,0.5918731689453125,997.696533203125
1770952039107892000,2.31989208984375,0.6182861328125,997.693603515625
1770952039147889400,2.359889404296875,0.5443115234375,997.702392578125
1770952039187890700,2.399890625,0.5152435302734375,997.705810546875
1770952039227891200,2.43989111328125,0.4438934326171875,997.714111328125
1770952039267893200,2.479893310546875,0.5020294189453125,997.707275390625
1770952039307891200,2.51989111328125,0.549591064453125,997.70166015625
1770952039347888400,2.559888427734375,0.657928466796875,997.688720703125
1770952039387890400,2.599890380859375,0.713409423828125,997.682373046875
1770952039427890700,2.639890625,0.8058929443359375,997.67138671875
1770952039467892200,2.679892333984375,0.8349609375,997.667724609375
1770952039507890700,2.719890625,0.758331298828125,997.677001953125
1770952039547894500,2.75989453125,0.750396728515625,997.677734375
1770952039587891500,2.799891357421875,0.821746826171875,997.66943359375
1770952039627891200,2.83989111328125,0.7292633056640625,997.680419921875
1770952039667891200,2.87989111328125,0.72662353515625,997.6806640625
1770952039707889700,2.9198896484375,0.64471435546875,997.6904296875
1770952039747891200,2.95989111328125,0.536376953125,997.703125
1770952039787892000,2.99989208984375,0.4518280029296875,997.71337890625
1770952039827891500,3.039891357421875,0.4201202392578125,997.717041015625
1770952039867891500,3.079891357421875,0.3831329345703125,997.721435546875
1770952039907891500,3.119891357421875,0.3699188232421875,997.722900390625
1770952039947891200,3.15989111328125,0.2747955322265625,997.734375
1770952039987890700,3.199890625,0.2668609619140625,997.735107421875
1770952040027891200,3.23989111328125,0.1743927001953125,997.74609375
1770952040067888600,3.279888671875,0.132110595703125,997.751220703125
1770952040107891500,3.319891357421875,0.0898284912109375,997.756103515625
1770952040147891700,3.3598916015625,0.095123291015625,997.755615234375
1770952040187882500,3.399882568359375,0.050201416015625,997.7607421875
1770952040227881000,3.439880859375,0.0898284912109375,997.756103515625
1770952040267882000,3.479882080078125,0.087188720703125,997.75634765625
1770952040307891500,3.519891357421875,0.0792694091796875,997.757568359375
1770952040347894300,3.559894287109375,0.0607757568359375,997.759765625
1770952040387895800,3.599895751953125,0.0343475341796875,997.7626953125
1770952040427895600,3.6398955078125,0.0343475341796875,997.7626953125
1770952040467980000,3.67997998046875,-0.0026397705078125,997.76708984375
1770952040507894300,3.719894287109375,0.013214111328125,997.765380859375
1770952040547894500,3.75989453125,-0.0237884521484375,997.76953125
1770952040587895600,3.7998955078125,-0.050201416015625,997.77294921875
