time,seconds_elapsed,z,y,x
1770952036930238700,0.14223876953125,7.064507007598877,6.745086669921875,-0.8757433891296387
1770952036958694700,0.170694580078125,6.563719272613525,7.1440863609313965,-1.431781530380249
1770952036977665500,0.18966552734375,6.893274784088135,6.852640151977539,-1.3017171621322632
1770952036996636200,0.20863623046875,7.280926704406738,6.489539623260498,-1.0219453573226929
1770952037015606800,0.227606689453125,7.48910665512085,6.265431880950928,-0.9099662899971008
1770952037034577400,0.246577392578125,7.610419273376465,6.105629920959473,-0.9865074753761292
1770952037053548300,0.26554833984375,7.66517448425293,6.05999755859375,-0.831810474395752
1770952037072519000,0.284518798828125,7.6323466300964355,6.127230167388916,-0.6121460795402527
1770952037091489500,0.303489501953125,7.6096086502075195,6.169422626495361,-0.4499743580818176
1770952037110460400,0.32246044921875,7.670305252075195,6.100368022918701,-0.3497454524040222
1770952037129431000,0.34143115234375,7.725034713745117,6.035000801086426,-0.2701505124568939
1770952037148401700,0.360401611328125,7.713362693786621,6.052364826202393,-0.2081199288368225
1770952037167372300,0.379372314453125,7.682273864746094,6.094949722290039,-0.06813792884349823
1770952037186343200,0.39834326171875,7.662471294403076,6.118427276611328,0.14755341410636902
1770952037205313800,0.417313720703125,7.662787437438965,6.1115593910217285,0.3176822364330292
1770952037224284700,0.43628466796875,7.676591396331787,6.088698863983154,0.4099671244621277
1770952037243255300,0.45525537109375,7.6746110916137695,6.095676422119141,0.3368344306945801
1770952037262226000,0.474225830078125,7.6411919593811035,6.140591621398926,0.27514395117759705
1770952037281196800,0.49319677734375,7.585831642150879,6.205124378204346,0.34926673769950867
1770952037300167700,0.512167724609375,7.530155181884766,6.255120277404785,0.5836209058761597
1770952037319138300,0.53113818359375,7.481085777282715,6.276947498321533,0.8964792490005493
1770952037338109000,0.55010888671875,7.441003322601318,6.297661781311035,1.06831955909729
1770952037357079800,0.569079833984375,7.352280616760254,6.392910480499268,1.1158204078674316
1770952037376050700,0.58805078125,7.235231876373291,6.520255088806152,1.1437124013900757
1770952037395021300,0.607021240234375,7.162318706512451,6.597650051116943,1.1587074995040894
1770952037413992200,0.6259921875,7.061805248260498,6.696202754974365,1.2092044353485107
1770952037432962800,0.644962890625,6.9081268310546875,6.8287529945373535,1.3476954698562622
1770952037451933700,0.66393359375,6.719903469085693,6.965817928314209,1.5781842470169067
1770952037470904600,0.682904541015625,6.563944339752197,7.065882682800293,1.7771683931350708
1770952037489875200,0.701875244140625,6.4591193199157715,7.1330437660217285,1.8894076347351074
1770952037508846000,0.72084619140625,6.384509563446045,7.18603515625,1.941474437713623
1770952037527816700,0.739816650390625,6.317869663238525,7.228130340576172,2.002261161804199
