time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1771038402287000000,0.313,45,1.5,2.4011125564575195,28.917999267578125,0,0,255.8000030517578,-97.7959244,30.521809
1771038406601000000,4.627,45,1.5,2.2554125785827637,24.788000106811523,1.8147934675216675,314.94439697265625,256.3999938964844,-97.7960972,30.5219576
1771038419077000000,17.103,45,1.5,2.0049784183502197,31.905000686645508,0.7546072006225586,137.934814453125,256.5,-97.7959909,30.5218588
1771038426255857000,24.28185693359375,180,0.5261416435241699,2.018437147140503,54.86000061035156,1.2164591550827026,102.68206787109375,256.5,-97.7959274,30.5218396
1771038432937020200,30.963020263671876,90.75004577636719,0.2749112546443939,1.9056761264801025,55.09199905395508,0.7213442325592041,191.7016143798828,255.90000915527344,-97.7959335,30.5218066
1771038440284000000,38.31,45,1.5,1.7086211442947388,37.22600173950195,0.430079847574234,200.5772247314453,256.5,-97.7959528,30.5218203
1771038450923000000,48.949,45,1.5,1.651066541671753,25.045000076293945,0.1337331235408783,350.4736022949219,256.5,-97.7959459,30.5218676
1771038461553000000,59.579,45,1.5,1.6091716289520264,26.718000411987305,0.5286422371864319,156.64981079101562,255.8000030517578,-97.7959111,30.5217942
1771038467087769300,65.11376928710938,45,0.33243367075920105,1.5706475973129272,9.5649995803833,0.6860995888710022,322.28076171875,255.8000030517578,-97.7959775,30.5218806
1771038467487555800,65.51355590820313,108.60030364990234,0.5699494481086731,1.5706475973129272,13.590999603271484,0.7790529727935791,185.29776000976562,255.8000030517578,-97.795969,30.5218661
1771038468011549200,66.03754907226562,106.25373840332031,0.5712550282478333,1.5706475973129272,15.095000267028809,0.8159956336021423,184.03286743164062,255.8000030517578,-97.7959639,30.521858
1771038468087354600,66.11335473632812,101.01104736328125,0.48542603850364685,1.4694714546203613,14.647000312805176,0.6449891924858093,186.0324249267578,255.8000030517578,-97.7959623,30.5218566
1771038468533665500,66.55966552734375,95.01761627197266,0.551116406917572,1.4694714546203613,14.404999732971191,0.5351480841636658,185.85379028320312,255.8000030517578,-97.7959624,30.5218539
1771038469006311700,67.03231176757812,95.21031951904297,0.5371180772781372,1.4694714546203613,14.295999526977539,0.503002941608429,185.67115783691406,255.8000030517578,-97.7959625,30.521852
1771038469087440000,67.11343994140626,84.2913589477539,0.3165932595729828,1.5969451665878296,13.715999603271484,0.30458131432533264,179.0125274658203,255.8000030517578,-97.7959634,30.5218526
1771038469528021000,67.55402099609375,83.47911071777344,0.3787875473499298,1.5969451665878296,13.331000328063965,0.2107628881931305,172.65867614746094,255.8000030517578,-97.7959634,30.5218518
1771038470049273600,68.07527368164062,82.07520294189453,0.37458378076553345,1.5969451665878296,13.048999786376953,0.2142747938632965,162.65884399414062,255.8000030517578,-97.7959633,30.5218512
1771038475707971800,73.73397192382812,95.85108184814453,0.25347384810447693,1.2602959871292114,13.07699966430664,0.14450764656066895,118.2950439453125,256.5,-97.7959605,30.5218496
1771038483596327400,81.62232739257813,64.85215759277344,0.3933374285697937,1.3161048889160156,9.345000267028809,0.4080084562301636,185.49526977539062,256.5,-97.795956,30.5218424
1771038486291893200,84.31789331054688,60.858558654785156,0.5305577516555786,1.338187575340271,10.25,0.4885736107826233,202.79295349121094,256.3999938964844,-97.7959595,30.5218376
1771038490155914500,88.18191455078124,45.49998474121094,0.40405526757240295,1.351510763168335,12.508000373840332,1.1046966314315796,96.80438995361328,256.3999938964844,-97.7960022,30.5218134
1771038490517453000,88.543453125,43.004913330078125,0.33309462666511536,1.351510763168335,12.416000366210938,1.2305574417114258,99.0594711303711,256.3999938964844,-97.7960064,30.5218134
1771038491790567000,89.81656689453125,45.69522476196289,0.3607383966445923,1.3523017168045044,12.576000213623047,0.6241669058799744,207.5240936279297,256.3999938964844,-97.7960025,30.5218073
1771038492754177500,90.78017749023438,88.8223876953125,0.38510704040527344,1.3523017168045044,12.803999900817871,1.1541613340377808,191.76182556152344,256.3999938964844,-97.7960096,30.5218005
1771038493731486000,91.75748583984375,84.91207122802734,0.4364258348941803,1.3696588277816772,13.083000183105469,1.200762152671814,186.9110565185547,256.3999938964844,-97.7960133,30.5217929
1771038494794471700,92.8204716796875,81.50183868408203,0.5473911166191101,1.376395583152771,13.503999710083008,1.1405316591262817,177.63339233398438,256.3999938964844,-97.7960122,30.521786
1771038503090361300,101.116361328125,114.30086517333984,1.5,1.284888744354248,48.40800094604492,1.0692287683486938,179.4996795654297,256.5,-97.7960209,30.5217546
1771038503669758200,101.69575830078125,112.23944854736328,0.5320805311203003,1.284888744354248,48.46799850463867,1.325547456741333,185.1309814453125,256.5,-97.7960309,30.5217871
1771038504210715000,102.23671484375,111.66258239746094,0.5488561391830444,1.2921700477600098,48.50199890136719,1.3295249938964844,180.3014678955078,256.5,-97.7960357,30.5218122
1771038507610939400,105.636939453125,107.496337890625,0.32072725892066956,1.0296595096588135,49.125999450683594,1.3398044109344482,175.9967041015625,256.5,-97.7960386,30.5218333
1771038507727813600,105.75381372070312,93.55944061279297,0.32223349809646606,1.0296595096588135,42.641998291015625,1.5988340377807617,237.32110595703125,256.5,-97.7960979,30.5219384
1771038509731985000,107.75798486328125,96.16758728027344,0.3427068889141083,1.0447841882705688,17.742000579833984,1.4842170476913452,246.61251831054688,256.5,-97.7961246,30.5219683
1771038511674741000,109.70074096679687,99.96118927001953,0.3251061737537384,1.0526766777038574,18.81999969482422,1.2799415588378906,253.95321655273438,256.5,-97.7961431,30.5219823
1771038512196736000,110.22273608398437,103.3583755493164,0.35961082577705383,1.0526766777038574,19.547000885009766,1.2463040351867676,256.7755432128906,256.5,-97.796144,30.5219918
1771038512753832700,110.77983276367188,105.61190032958984,0.40656694769859314,1.0586082935333252,21.047000885009766,1.2381443977355957,260.3207092285156,256.5,-97.7961458,30.5219978
