time,seconds_elapsed,z,y,x
1771038402146394000,0.17239404296875,8.922835350036621,3.160918712615967,-2.7900311946868896
1771038402165362200,0.191362060546875,9.899106979370117,3.2135608196258545,-2.242074728012085
1771038402184330500,0.21033056640625,10.308279991149902,3.022135019302368,-1.6366907358169556
1771038402203298600,0.229298583984375,9.485149383544922,3.335594654083252,-1.5194423198699951
1771038402222266600,0.2482666015625,8.786444664001465,3.8835511207580566,-1.6534404754638672
1771038402241234700,0.267234619140625,8.528019905090332,4.675575256347656,-2.306680917739868
1771038402260203000,0.286203125,7.891529083251953,4.445864677429199,-2.0985054969787598
1771038402279171000,0.305171142578125,8.061419486999512,4.287938117980957,-1.8975083827972412
1771038402298139100,0.32413916015625,9.205188751220703,3.809373617172241,-2.8929226398468018
1771038402317107200,0.343107177734375,10.109675407409668,2.148754835128784,-2.9383862018585205
1771038402336075500,0.362075439453125,9.162117958068848,1.9405791759490967,-2.816352367401123
1771038402355043600,0.381043701171875,7.008577346801758,2.799602508544922,-2.148754835128784
1771038402374011600,0.40001171875,6.455835342407227,4.3310089111328125,-3.6873397827148438
1771038402392979700,0.418979736328125,7.22871732711792,4.034298896789551,-5.127819061279297
1771038402411948000,0.437947998046875,8.602197647094727,2.3736801147460938,-4.254438877105713
1771038402430916000,0.456916015625,9.375079154968262,1.5409778356552124,-3.6873397827148438
1771038402449884200,0.47588427734375,8.803194046020508,1.5601203441619873,-2.809173822402954
1771038402468852500,0.4948525390625,8.470592498779297,2.1655044555664062,-3.1489546298980713
1771038402487820300,0.5138203125,9.590433120727539,2.1822543144226074,-2.861815929412842
1771038402506788600,0.53278857421875,9.834501266479492,2.3186452388763428,-2.6608188152313232
1771038402525756700,0.551756591796875,7.324429988861084,2.4119651317596436,-1.4572290182113647
1771038402544725000,0.57072509765625,7.795815944671631,3.7639100551605225,-0.8685946464538574
1771038402563693000,0.589693115234375,9.944570541381836,4.156332969665527,0.39960137009620667
1771038402582661000,0.6086611328125,10.262816429138184,3.407379388809204,0.6963114142417908
1771038402601629200,0.627629150390625,9.415757179260254,3.029313564300537,0.6628118753433228
1771038402620597500,0.646597412109375,8.635697364807129,3.7016966342926025,-0.26560330390930176
1771038402639565600,0.665565673828125,8.233702659606934,3.5676984786987305,-0.42831525206565857
1771038402658533600,0.68453369140625,8.595019340515137,2.4526431560516357,-0.08614161610603333
1771038402677501700,0.703501708984375,7.238288402557373,1.7012969255447388,0.6340979933738708
1771038402696469800,0.7224697265625,8.86780071258545,3.2542388439178467,1.222732424736023
1771038402715438000,0.74143798828125,11.452049255371094,3.3714871406555176,0.7369893789291382
1771038402734406100,0.76040625,12.260823249816895,5.972485542297363,2.6967110633850098
1771038402753374200,0.779374267578125,8.327022552490234,5.302495002746582,4.192225456237793
1771038402772342300,0.79834228515625,8.140382766723633,3.4432718753814697,2.251646041870117
1771038402791310600,0.817310546875,8.851051330566406,3.9457645416259766,3.060420274734497
1771038402810278700,0.836278564453125,9.329615592956543,4.66361141204834,3.8117663860321045
1771038402829246700,0.855246826171875,9.616754531860352,4.957928657531738,3.869194269180298
1771038402848214800,0.87421484375,9.549755096435547,5.223531723022461,4.252045631408691
1771038402867183000,0.89318310546875,8.6907320022583,5.532206058502197,4.326223373413086
1771038402886151200,0.912151123046875,6.238088607788086,5.548955917358398,3.924229145050049
1771038402905119200,0.931119140625,5.9676995277404785,5.615954875946045,3.806980848312378
1771038402924087300,0.95008740234375,7.645068168640137,5.111069202423096,4.577469825744629
1771038402943055600,0.9690556640625,8.350951194763184,4.948357105255127,4.567898273468018
1771038402962023700,0.988023681640625,7.264609336853027,4.895715236663818,5.010570526123047
1771038402980991700,1.00699169921875,7.393822193145752,4.855037212371826,5.223531723022461
1771038402999959800,1.025959716796875,7.89631462097168,4.302295207977295,4.615755081176758
1771038403018928000,1.04492822265625,6.9822564125061035,3.4432718753814697,3.510270833969116
1771038403037896200,1.063896240234375,7.405786037445068,3.084348440170288,2.8594231605529785
1771038403056864300,1.0828642578125,7.259823799133301,3.0101709365844727,2.9623143672943115
1771038403075832600,1.10183251953125,6.025127410888672,3.404986619949341,3.294916868209839
1771038403094800600,1.120800537109375,4.761716842651367,3.6466617584228516,3.7710886001586914
1771038403113768700,1.139768798828125,4.060619831085205,3.85483717918396,4.2592244148254395
1771038403132736800,1.15873681640625,3.799802303314209,4.132404804229736,5.175675392150879
1771038403151705000,1.177705078125,3.146561861038208,4.450650215148926,5.649454116821289
1771038403170673200,1.196673095703125,3.383451223373413,4.876572608947754,6.9344000816345215
1771038403189641200,1.21564111328125,4.35254430770874,4.697110652923584,7.731209754943848
1771038403208609300,1.234609375,6.422336101531982,4.170690059661865,8.3629150390625
1771038403227577600,1.25357763671875,8.874979019165039,4.216153621673584,7.668996810913086
1771038403246545700,1.272545654296875,9.387042999267578,3.8572301864624023,8.434700012207031
1771038403265513700,1.291513671875,8.915657043457031,3.445664644241333,10.470992088317871
1771038403284481800,1.310481689453125,11.176874160766602,5.19242525100708,5.26899528503418
1771038403303450000,1.3294501953125,13.222738265991211,3.462414264678955,5.242674350738525
1771038403322418200,1.348418212890625,12.562318801879883,3.211168050765991,6.953542709350586
1771038403341386200,1.36738623046875,10.971092224121094,5.2977094650268555,6.465406894683838
1771038403360354300,1.386354248046875,9.985248565673828,5.608776092529297,5.111069202423096
1771038403379322600,1.405322509765625,8.81515884399414,5.61116886138916,4.419543266296387
1771038403398290700,1.424290771484375,9.767501831054688,5.285745143890381,3.737588882446289
1771038403417258800,1.4432587890625,8.628518104553223,5.034498691558838,3.4576287269592285
1771038403436227000,1.46222705078125,6.056233882904053,4.709074974060059,3.7232320308685303
